Id,SalePrice
2658,129639.08585249589
2718,171854.78353966327
2414,212579.1587457796
1989,111914.8306439318
625,182165.19836809696
333,101696.0550775535
1327,114441.53054816081
858,160362.11173645116
95,181035.89011046555
1568,166170.198173242
2482,162292.58174623898
1364,136166.89742392654
2584,149529.36115193693
818,264325.37840137753
2673,162188.8832009607
2089,121049.3856006924
1297,159469.815363227
790,120294.86796143885
2616,188525.04045094096
720,241230.25870121885
222,153815.54028399318
557,130359.8321875132
1148,190173.71772510995
2766,152860.957051907
534,188007.54292306086
1452,119305.8739805794
630,122617.77992083048
2648,121471.30267866765
125,159363.20581254287
1904,67915.04818865145
1670,117662.49411046822
756,105867.26015441392
717,233518.93008689472
1032,150995.10658926013
852,215255.18971718644
1731,173402.07239563606
2639,103833.50796952266
2071,88702.33186730443
1267,126496.5742299719
1851,180967.13811481337
567,159363.99317394174
2439,210436.62509234418
1898,148909.74403385742
647,166809.87029593124
2256,223819.66302980934
979,107438.94971340359
1444,213637.59172992266
2485,124872.9608419441
157,136670.25092576584
88,132258.60155953313
2003,117632.20084612403
186,188533.58255805404
1425,245945.50142207876
2695,136489.0727146278
738,115530.6114146744
395,154612.00591253344
1353,159078.87032521493
1878,140710.87296456788
390,162837.33057732414
1456,234559.68422390195
1103,329066.94866694877
1387,120499.5099678196
2070,134526.2043863302
1199,178508.6596513757
2479,173805.8052418428
501,292834.50584069145
2362,96456.12701617117
1718,188704.28873991442
2188,95286.8207784455
1483,156305.18615266655
2557,94384.28967198897
437,357380.48210749764
2224,180840.3850936112
1628,175921.63410722878
397,139601.39395202775
587,205415.05512216708
971,126664.12109281812
2611,150548.15273396557
1887,106529.78792368296
2399,359825.55121880595
2148,196082.4604765011
304,131150.96913445782
1997,145606.27012486436
2817,121858.98467810189
1431,196270.86887034946
427,366331.75269305625
263,116865.78652803728
598,169688.95470382288
2895,230332.84606025534
687,149054.18327579895
1822,140468.17050948946
2191,110516.24233725594
179,121715.74187164291
1009,202300.94627335804
2010,134463.4975561912
1991,153003.54797475244
1411,188497.08480198565
1721,237061.55290131975
1144,183031.72890330007
593,215412.82127960437
575,347083.7215648633
1249,184325.3430613432
1604,119466.5783321631
1064,528907.8368767706
1923,162839.89994777393
1988,125228.99827944813
2325,175397.47572278543
114,198714.159837272
2700,188549.0068624636
217,132421.6566238253
343,172376.80378090905
386,227036.03942308426
2005,111868.37861606434
2908,129924.14455309832
1814,243311.11109160652
2446,611201.9733472499
208,145174.48213873515
1679,117785.52967722999
822,355192.6009227463
6,197962.01445606424
1781,423688.68575863476
2397,274681.02404629096
2340,299252.0327661875
1618,182114.42852478553
2843,132314.89234665636
1061,374109.06422495266
2786,122262.56333617757
1935,138636.50173194674
1341,124972.35843059102
521,279182.94522115716
2136,134074.6799053473
996,198181.18353903308
227,141091.7351368836
135,179523.22607025903
1167,151972.8378643763
294,218823.92328948385
1776,195639.80145067684
540,166075.15295759248
1717,187160.68848518576
2303,135703.40339779426
116,178171.0782355005
127,131076.7749950151
