Id,SalePrice
2658,117271.64463145866
2718,169646.06811772002
2414,219843.26226194
1989,107713.81642996892
625,171739.97131922864
333,93183.8484660816
1327,110235.54416315733
858,147633.78061915873
95,175271.61580717444
1568,163931.55203099726
2482,162976.23250480508
1364,124098.73356507148
2584,150832.7332416449
818,271374.0404514817
2673,158452.05974492469
2089,131430.6655095629
1297,153729.63743448516
790,115759.27020022403
2616,180112.58001688583
720,194657.84595959898
222,152533.62889857436
557,128314.83317044369
1148,202571.67366128252
2766,165118.73996710771
534,186300.19713451713
1452,113691.8899255849
630,144357.33431584045
2648,115675.96781045847
125,151213.85730616588
1904,60647.32092849119
1670,110535.6292406896
756,104006.8982955134
717,229639.79045565863
1032,161628.43370706844
852,208208.52009787815
1731,171612.35757139418
2639,117987.73661029791
2071,81413.38568296493
1267,115374.04303280837
1851,187106.74946306314
567,152055.5848601694
2439,205790.87374386532
1898,149195.64932247775
647,167415.6347093821
2256,211917.42390219262
979,107381.47093067259
1444,226283.86849585202
2485,118244.68863867725
157,128668.41950391054
88,128793.73541116405
2003,109844.41112058818
186,188469.1779398106
1425,247564.30039637716
2695,129429.52853322674
738,107461.66959569784
395,154113.46000520975
1353,147232.82978673052
1878,141501.69746361487
390,165794.9942445262
1456,243622.81276454937
1103,337000.35517215973
1387,122985.41796844873
2070,161822.34955382618
1199,179779.77736408517
2479,178054.7257672468
501,300618.05987847905
2362,99466.46027856253
1718,198656.5641011407
2188,91489.77517225848
1483,160902.959766247
2557,90940.6614411327
437,394320.32312815066
2224,189491.53640833392
1628,172019.25157918673
397,131571.26599460296
587,199934.80145694362
971,143292.31956094838
2611,151567.30604414566
1887,93002.02570178082
2399,377253.38050938206
2148,205307.1202594436
304,115652.72027037786
1997,133423.3081437218
2817,126700.79748250805
1431,185502.75896058555
427,341281.3086813014
263,120644.72445821846
598,182261.92937467078
2895,221763.1079232658
687,140891.57987140075
1822,138481.82059350997
2191,108234.47692268697
179,113224.49602169933
1009,198882.8279486115
2010,125219.63174248973
1991,137083.97239938885
1411,159840.18370109802
1721,219192.0439096464
1144,193579.07923549268
593,218997.41315996414
575,335862.2414843234
1249,170331.72081829168
1604,117060.9232451399
1064,550242.447874781
1923,157277.15191869412
1988,99972.93068663066
2325,168951.54110235686
114,201417.17412833276
2700,168204.4068034144
217,139687.93679431893
343,174644.5434137973
386,225801.05418363225
2005,116293.3139054726
2908,136127.3728597036
1814,247093.04103649702
2446,644921.4165540626
208,150044.99200077445
1679,106522.56360095632
822,358157.33743329975
6,188522.75279702578
1781,448670.7853380162
2397,274789.1942290685
2340,306499.1348595358
1618,168408.58335965406
2843,143364.60260778596
1061,380205.96644530416
2786,128904.70835047294
1935,135745.66531244322
1341,120101.81193360923
521,271470.59805598663
2136,140531.3113353182
996,195315.60256975793
227,162909.49399719073
135,178190.61554543613
1167,150064.14326838116
294,234300.6559681202
1776,190150.37374040787
540,173659.13140593495
1717,196609.43266718957
2303,125502.08475856266
116,184892.4064814711
127,136119.70066953354
1371,133046.51305317783
1014,150259.95709555177
1507,94338.1890357816
702,134139.03475512113
750,130301.16117436881
261,151447.08877580953
1559,74583.30974708225
577,222313.27415214805
2812,200666.84677941064
2080,154904.6348202484
1368,101027.79897907976
2376,128058.26249268829
659,105595.8540776579
1235,125243.60801622299
332,89512.44230853155
1917,142609.28007613856
2094,265842.5916748364
1460,255175.4114838818
1471,215605.96083623593
1509,131822.19348874735
1922,132052.0912976909
433,585714.3759476239
