Id,SalePrice
2658,123654.8813399395
2718,168284.78447348592
2414,211761.00038034926
1989,111771.58727270104
625,181588.39271010697
333,100093.01461516098
1327,113894.83186119252
858,156861.4245444474
95,179554.27509773418
1568,164122.7152088487
2482,163897.3479520593
1364,135133.54729539918
2584,147447.08141686965
818,265666.0554836147
2673,158062.70255407956
2089,121644.99913124024
1297,156405.21312003475
790,120077.1335757801
2616,188569.47504333404
720,242743.06209279766
222,154719.52695999175
557,128328.07609427636
1148,190112.53231102173
2766,150109.16231736555
534,184533.44945567288
1452,116851.63099753337
630,119401.67684135355
2648,122836.33950271927
125,159856.5825823463
1904,66257.32199236742
1670,115007.98714394665
756,106271.40391441023
717,234960.93997102565
1032,149841.61070094013
852,216053.42159944784
1731,172619.5600867338
2639,102638.96994860769
2071,88122.96099195191
1267,127028.3929633777
1851,179059.08663008452
567,159575.2096466009
2439,208919.3179686275
1898,147249.12215763435
647,165232.8004520479
2256,223394.9270994095
979,105824.63508882275
1444,213387.20239929674
2485,124753.50636298631
157,135845.143263073
88,132564.76525921523
2003,116835.40529589141
186,191378.50622176565
1425,238827.8310492668
2695,134476.58555628496
738,113551.74042564686
395,154154.51653656852
1353,157937.0218809878
1878,140340.11059496016
390,160869.4758954766
1456,234508.3788723289
1103,332954.19560667855
1387,120263.11834331644
2070,136506.18945710876
1199,176792.75204536537
2479,174307.61874284776
501,293086.4165880743
2362,95591.16894923763
1718,189225.81343109085
2188,94904.75187735427
1483,156275.24453062948
2557,91506.03117160957
437,357715.1888983564
2224,183702.40631419467
1628,176734.26105490868
397,136312.71884379277
587,201133.3950826043
971,127948.87472793387
2611,150811.52004650733
1887,105064.56184841476
2399,359973.8870056763
2148,192835.40191683924
304,131249.09500197074
1997,144207.05442844462
2817,115802.64194934374
1431,204911.05798944892
427,364315.77549845865
263,114014.9319565682
598,164042.17342441165
2895,232063.81036207778
687,145528.47475961875
1822,140355.09753688637
2191,103944.14174660298
179,121632.071398409
1009,202394.96129104844
2010,130723.56640188934
1991,152123.42355045845
1411,190583.69671214704
1721,233084.5027988794
1144,185877.5380781237
593,218658.89264808732
575,351262.591850293
1249,180602.672062979
1604,119570.1390547822
1064,537201.4222285878
1923,162270.8420512594
1988,120899.37686721339
2325,176507.0151542203
114,200763.22056822517
2700,183762.39578008954
217,128859.65873131306
343,169487.3768466532
386,225808.3279969324
2005,110463.36503994344
2908,128028.92660574228
1814,247099.21016630842
2446,611062.4801383184
208,145077.71825055123
1679,113557.5732215438
822,351971.4032980714
6,200417.7259685289
1781,419896.3473546006
2397,273364.17626784806
2340,297709.9853992906
1618,183151.07875371102
2843,137141.3298646915
1061,375708.2344490048
2786,121498.68481064444
1935,138805.61508450515
1341,122995.68829846459
521,270804.849645975
2136,134313.3795214985
996,198751.1904569717
227,141002.5724367277
135,181444.98801582673
1167,150870.5829950223
294,220722.88314605344
1776,190608.8698209748
540,164925.0469703056
1717,187493.00102283215
2303,134742.62508972295
116,180836.48458109307
127,135250.58808639323
1371,143778.6052342224
1014,130124.30619273838
1507,101815.18425409599
702,119428.01511067424
750,151049.20587246746
261,162219.78411453552
1559,73477.31079556284
577,210649.50617110592
2812,193708.916207179
2080,170911.23728878004
1368,104994.94000946298
2376,127167.0233410346
659,106806.33389333471
1235,141471.31069989383
332,83346.61549649373
1917,145181.13631663693
2094,249144.9776859099
1460,255876.0906343421
1471,212629.5908783727
1509,129137.22670392384
1922,139939.2034674103
433,576215.0373686302
460,255753.49566354946
1116,229324.93425808774
1137,161418.3248832212
53,184655.5176217961
2354,258478.54014711018
1475,192630.04615052912
1761,772347.5030102599
842,129918.43150491254
2739,172103.04594310536
2509,149491.11018659317
1007,203384.22357483063
2610,180920.14688876434
1952,86087.21443749152
2719,163449.99610761876
2921,99767.29304417018
1966,137674.4324744417
292,101858.31018042658
1204,189960.38767776557
1829,259602.40627780237
2419,192500.8876747684
391,152050.46656727046
798,120425.40767573137
481,197356.51358715288
193,203689.58325288986
555,117043.69090616448
899,73134.46899193866
2357,178083.75971950637
328,129719.41832908009
1356,113421.98646724153
1154,118533.7273731179
1730,175079.40951286326
2249,148706.34003588988
1119,269244.0493849832
2856,148781.2086833765
1394,124622.29164250067
2587,126783.06929891907
61,341339.6350786761
2661,155800.53363659847
2711,139996.60285669364
1147,190011.786419806
757,145371.12039662382
2623,93238.06067397255
2378,141227.12802692206
1413,154258.17774566248
1722,220766.50665144558
1112,212169.25508910982
1623,188715.52765252185
1201,197776.06846999467
1513,125223.54786584008
957,465798.3122973141
1171,253029.66026082542
1145,201768.41835649888
2726,232788.04459392116
703,150873.9082397791
760,97565.76740438135
1964,142536.03089301012
2512,169515.46249660364
159,131875.3204155426
1281,165564.67361798979
468,187260.3989842568
290,130906.1394559511
665,101126.76261198954
1463,242731.09118985126
1792,218876.18188022228
923,141924.47172979807
500,252867.08150907847
1408,157117.16413926534
331,85783.44114826278
170,122501.53755719269
2192,104881.49670056971
2571,317751.73975754215
2314,175028.63264916398
2647,103833.62322511685
422,442999.4500962211
2457,387424.06989660516
1838,192009.4425260935
2805,258790.4857879385
1645,155033.87800499774
1711,271465.2464917722
2825,251141.55322996317
322,374094.75452606386
2103,244287.2126886759
342,126225.87934253027
600,118486.20036105049
488,179129.66874398492
1725,298379.408592593
2246,275041.764580943
2847,153169.00828018927
806,246717.85605742948
530,223052.78129431215
963,189938.71660702283
2678,102540.03931603252
171,80443.05191600611
2401,428554.69342951255
805,227986.8111097287
2259,240267.01139394965
1748,188143.47957949704
1361,141474.98162578174
1677,120168.44819355704
1406,157067.92365229316
2322,259553.93801865535
688,151522.39627674848
143,147377.6756120302
804,203647.35919869016
1214,165349.0328982237
2828,144151.77337303892
1999,175628.41128178185
2467,189512.12294773175
2665,144670.60700691477
1538,404542.58296197635
398,108872.59489081196
2822,140977.06026875117
2157,148708.2006455635
1856,187221.25123968613
1269,100701.55589388838
2570,121337.86184445469
2320,227435.9984817204
1517,126073.18163708072
2304,111831.89887355664
