Id,SalePrice
2658,132308.6611147366
2718,200680.3742629482
2414,188576.93991879397
1989,121703.9165415305
625,174008.115485611
333,102319.3860754733
1327,117653.49906422093
858,147345.07507117334
95,195544.14108048516
1568,149420.07832964353
2482,162760.7695875203
1364,124043.09718777421
2584,153928.35437614992
818,280262.98781357607
2673,162059.38140174278
2089,124993.8292092659
1297,145021.69456485467
790,116570.56537282345
2616,187370.11526317944
720,183713.88209162685
222,140227.86017996827
557,114057.51084482031
1148,204955.65453451505
2766,137057.60361816632
534,195272.1659874604
1452,110836.15233390596
630,138471.79259656355
2648,131495.8813068855
125,138335.607992298
1904,66881.54732674506
1670,108567.48369616586
756,102693.59158036925
717,253729.3780934678
1032,154419.65294108857
852,222741.01527140153
1731,177375.2551324608
2639,126118.8496919091
2071,85187.94101336549
1267,113220.99789717005
1851,193069.9115183915
567,155511.59242306044
2439,215783.32518121094
1898,152524.62026819467
647,145892.14154393555
2256,216021.4629598094
979,116899.5524988367
1444,215425.67910953434
2485,110768.89857003943
157,124471.66538785867
88,121484.00576619557
2003,108171.39017378095
186,175355.7615896391
1425,275759.1969079023
2695,130366.92285456613
738,109086.00573233509
395,150497.32957627557
1353,148585.92305294916
1878,144186.65089310356
390,159162.9354116713
1456,229499.43244490464
1103,328642.0151856342
1387,117590.81324900762
2070,144366.99557721865
1199,173464.76336002507
2479,165783.1702637766
501,333767.70186487713
2362,94520.98440041009
1718,203825.7197525127
2188,86012.06845231417
1483,156342.99182744086
2557,87762.34900432557
437,356133.46114309144
2224,181540.36575819395
1628,171883.2843881594
397,125094.12459797374
587,207471.10699998584
971,141842.0413814456
2611,143980.72521012783
1887,91109.48941487844
2399,353092.80975326884
2148,220059.37466846436
304,121144.02571789006
1997,133983.51169654008
2817,115138.85265356481
1431,169994.0767692371
427,396376.9114785123
263,115086.35270238425
598,166118.75483907017
2895,238740.46313621948
687,149301.07678609848
1822,128556.30952014436
2191,106847.61490100384
179,130808.53887837572
1009,205924.1873218346
2010,116431.10617465098
1991,142161.3201815896
1411,155321.4373514154
1721,255616.52433795462
1144,179947.5250931862
593,208859.59026444473
575,287068.6003702489
1249,179540.91025953545
1604,117426.40488872155
1064,539741.6283954291
1923,145865.1991784581
1988,105624.88642797504
2325,170139.0302793547
114,187388.19852465045
2700,190586.89530560517
217,139563.90373528714
343,174452.1893084222
386,245606.53880465165
2005,110723.05650160478
2908,136123.90869063901
1814,211572.626777271
2446,570630.9614842362
208,138409.65736925896
1679,118373.30665237656
822,337607.31189955556
6,184515.4262095321
1781,439437.8804263396
2397,292786.2080319921
2340,305159.8683319082
1618,156822.21024828547
2843,127065.63291408592
1061,385867.84758930764
2786,112928.0408157524
1935,128704.28561017886
1341,125702.01852987084
521,292249.72022334056
2136,125696.57415993662
996,180518.97252072208
227,134497.0034097732
135,162716.1765078543
1167,156551.85523948126
294,218468.4663308211
1776,198531.32628843194
540,181208.17033570947
1717,203825.7197525127
2303,119304.00506476767
116,189580.90684746316
127,129603.16288133734
1371,131883.95598952472
1014,167153.05989515135
1507,92735.71251741496
702,140462.63029894946
750,140745.05720122295
261,144873.11206180466
1559,79939.78882279234
577,225787.4038203066
2812,197527.90772616313
2080,147739.88908648372
1368,119279.51049912105
